date,url,actor1,actor2,location,tone,event_type,link_status,headline
2025-02-16 20:15:00.000000 UTC,https://akipress.com/news:819212:President_of_Uzbekistan_to_pay_visit_to_Kuwait/,KUWAIT,UZBEKISTAN,Kuwait,2.9940119760479,43,Active,President of Uzbekistan to pay visit to Kuwait - AKIpress News Agency
2025-02-16 20:30:00.000000 UTC,https://nbc16.com/news/nation-world/musk-and-doges-top-findings-in-wasteful-spending-across-the-federal-government-fema-iron-mountain-mine-epa-pentagon-sesame-street-elon-president-donald-trump-joni-ernst,OVAL OFFICE,WORKER,Iraq,-3.55731225296443,10,Active,Musk and DOGE's top findings in 'wasteful' spending across the federal government
2025-02-16 21:00:00.000000 UTC,https://www.firstpost.com/world/munich-never-again-shocked-europeans-play-catch-up-as-trump-shifts-ukraine-policy-13863851.html,RUSSIAN,SAUDI ARABIA,Saudi Arabia,-1.51175811870101,36,HTTP 403,
2025-02-16 21:15:00.000000 UTC,https://www.aa.com.tr/en/americas/-i-will-never-accept-any-decision-between-us-russia-about-ukraine-ukrainian-president/3483941,RUSSIA,UKRAINE,"Anadolu, Turkey (general), Turkey",1.93370165745857,120,Active,"‘I will never accept any decision between US, Russia about Ukraine': Ukrainian president"
2025-02-16 21:30:00.000000 UTC,https://en.apa.az/asia/ukrainian-president-arrives-in-uae-460713,UNITED ARAB EMIRATES,PRESIDENT,United Arab Emirates,-1.38888888888889,43,Active,APA.AZ- Latest news from Azerbaijan and the world
2025-02-16 21:45:00.000000 UTC,https://community.scoop.co.nz/2025/02/new-zealand-government-refuses-to-condemn-trumps-gaza-takeover/,GOVERNMENT,MILITARY PERSONNEL,Yemen,-4.25196850393701,183,Active,Community Scoop » New Zealand Government Refuses To Condemn Trump’s Gaza Takeover
2025-02-16 22:00:00.000000 UTC,https://www.scoop.co.nz/stories/PO2502/S00059/new-zealand-government-refuses-to-condemn-trumps-gaza-takeover.htm,ISRAEL,CRIMINAL,Israel,-3.80807311500381,31,Active,New Zealand Government Refuses To Condemn Trump’s Gaza Takeover | Scoop News
2025-02-16 22:15:00.000000 UTC,http://jordantimes.com/news/region/us-top-diplomat-meets-netanyahu-gaza-ceasefire-talks,UNITED ARAB EMIRATES,ISRAEL,"Yair, HaDarom, Israel",-5.91939546599496,36,Active,US top diplomat meets Netanyahu for Gaza ceasefire talks | Jordan Times
2025-02-16 22:15:00.000000 UTC,https://arabic.euronews.com/2025/02/16/latakia-syria-ahmed-al-sharaa-syrian-president-visit-government-al-assad,CITIZEN,,"Latakia, Al Ladhiqiyah, Syria",-4.98084291187739,42,HTTP 406,
2025-02-16 22:15:00.000000 UTC,https://fedpress.ru/news/77/policy/3363815,UNITED KINGDOM,VLADIMIR,"Riyadh, Ar Riya?, Saudi Arabia",-1.15606936416185,42,Active,Делегация из Киева прибыла в Саудовскую Аравию | Москва | ФедералПресс
2025-02-16 22:30:00.000000 UTC,https://aninews.in/news/world/middle-east/netanyahu-tells-marco-rubio-president-trump-and-i-are-working-in-full-cooperation20250217033233/,ISRAEL,ISRAEL,"Jerusalem, Israel (general), Israel",0.77922077922078,40,Active,Netanyahu tells Marco Rubio 'President Trump and I are working in full cooperation'
2025-02-16 22:30:00.000000 UTC,https://theinsightinternational.com/iraqi-president-latif-rashid-2025-02-17,IRAQI,IRAQI,"Baghdad, Baghdad, Iraq",-1.37457044673539,21,Active,Iraqi President Latif Rashid accused of 'illegal' salary hike
2025-02-16 22:30:00.000000 UTC,https://www.qatar-tribune.com/article/163347/latest-news/prime-minister-meets-jordans-deputy-pm-reiterates-qatars-rejection-of-attempts-to-displace-palestinians,PRIME MINISTER,QATAR,Qatar,-3.31125827814569,10,Active,"Prime minister meets Jordan's deputy PM, reiterates Qatar's rejection of attempts to displace Palestinians - Read Qatar Tribune on the go for unrivalled news coverage"
2025-02-16 23:00:00.000000 UTC,https://politics.comments.ua/news/foreign-policy/neozhidannyy-vizit-zelenskiy-pribyl-v-oae-760105.html,UKRAINE,,Saudi Arabia,-1.20481927710844,42,Active,Зеленский прилетел в ОАЭ | Комментарии Украина
2025-02-16 23:00:00.000000 UTC,https://albeu.com/lajme/bota/lufta-ne-ukraine-ekipi-i-presidentit-trump-niset-ne-arabine-saudite-per-bisedime/768533/,COUNSELOR,SAUDI,Saudi Arabia,-1.52905198776758,36,Active,"Lufta në Ukrainë, ekipi i Presidentit Trump niset në Arabinë Saudite për bisedime - Albeu.com"
2025-02-16 23:00:00.000000 UTC,https://politics.comments.ua/news/domestic-policy/u-zelenskogo-rasskazali-kogda-ozhidat-vyborov-760106.html,UKRAINE,VLADIMIR,Saudi Arabia,-1.08633653098263,42,Active,"Арахамия сказал, когда возможны выборы | Комментарии Украина"
2025-02-16 23:15:00.000000 UTC,https://dominicantoday.com/dr/local/2025/02/16/dominican-republic-celebrates-181st-independence-anniversary-in-saudi-arabia-with-historic-diplomatic-flair/,SAUDI ARABIA,SAUDI ARABIA,"Riyadh, Ar Riya?, Saudi Arabia",5.0259965337955,51,HTTP 404,
2025-02-16 23:45:00.000000 UTC,https://www.theskanner.com/news/usa/36722-israel-prime-minister-moving-ahead-with-trump-plan-to-remove-palestinians-from-gaza,ASSOCIATED PRESS,FLORIDA,"Jerusalem, Israel (general), Israel",-3.94495412844036,70,HTTP 526,
2025-02-17 00:00:00.000000 UTC,https://www.morel.si/svetovni-pregled/srecanje-ruskih-in-ameriskih-diplomatov-na-temo-ukrajine-bo-v-riadu/,SAUDI,STATE SECRETARY,Saudi Arabia,1.81818181818182,36,HTTP 403,
2025-02-17 00:00:00.000000 UTC,https://kfdm.com/news/nation-world/musk-and-doges-top-findings-in-wasteful-spending-across-the-federal-government-fema-iron-mountain-mine-epa-pentagon-sesame-street-elon-president-donald-trump-joni-ernst,UNITED STATES,,Iraq,-3.55731225296443,30,Active,Musk and DOGE's top findings in 'wasteful' spending across the federal government
2025-02-17 00:15:00.000000 UTC,http://www.jordantimes.com/news/region/us-top-diplomat-meets-netanyahu-gaza-ceasefire-talks,SAUDI ARABIA,UNITED ARAB EMIRATES,"Yair, HaDarom, Israel",-5.91939546599496,36,Active,US top diplomat meets Netanyahu for Gaza ceasefire talks | Jordan Times
2025-02-17 00:30:00.000000 UTC,https://egyptianstreets.com/2025/02/16/president-al-sisi-holds-talks-with-world-jewish-congress-president-on-gaza/,PRESIDENT,ISRAEL,"Gaza, Israel (general), Israel",-3.39943342776204,40,Active,President Al-Sisi Holds Talks with World Jewish Congress President on Gaza | Egyptian Streets
2025-02-17 00:30:00.000000 UTC,https://pacific.scoop.co.nz/2025/02/new-zealand-government-refuses-to-condemn-trumps-gaza-takeover/,GERMANY,ISRAEL,"Gaza, Israel (general), Israel",-4.24528301886792,51,Active,Pacific.scoop.co.nz » New Zealand Government Refuses To Condemn Trump’s Gaza Takeover
2025-02-17 01:15:00.000000 UTC,https://7dias.com.do/2025/02/16/ucrania-sigue-envuelta-en-gestiones-para-poner-fin-a-la-guerra-delegacion-viaja-a-arabia-saudi-para-preparar-escenario-al-presidente-zelensky/,UKRAINIAN,PRESIDENT,Saudi Arabia,0.90634441087613,40,Active,Ucrania sigue envuelta en gestiones para poner fin a la guerra; delegación viaja a Arabia Saudi para preparar escenario al presidente Zelensky - 7dias.com.do
2025-02-17 02:15:00.000000 UTC,https://www.gdnonline.com:443/Details/1345086/Government-support-reiterated-for-investors-and-entrepreneurs,BAHRAIN,INVESTOR,Bahrain,4.47761194029851,10,Active,Bahrain Business: Government support reiterated for investors and entrepreneurs
2025-02-17 02:30:00.000000 UTC,https://online-news.it/crisi-diplomatica-superata-israele-e-usa-riaffermano-lalleanza/,PREMIER,ISRAEL,"Tehran, Tehran, Iran",-1.92307692307692,10,Active,
2025-02-17 02:45:00.000000 UTC,https://www.yahoo.com/news/ukraines-president-zelenskyy-travels-united-021624354.html,UNITED ARAB EMIRATES,UKRAINIAN,"Dubai, Dubayy, United Arab Emirates",-1.73697270471464,43,Active,Zelenskyy travels to UAE as momentum grows for talks to end Russia's war in Ukraine
2025-02-17 03:00:00.000000 UTC,https://countercurrents.org/2025/02/greenland-canada-the-panama-canal-the-gulf-of-america-gaza-manifest-destiny-gets-a-reboot-under-president-donald-trump/,UNITED STATES,,"Gaza, Israel (general), Israel",-1.97255574614065,130,Active,Greenland! Canada! The Panama Canal! The Gulf of America! Gaza! Manifest Destiny Gets a Reboot Under President Donald Trump | Countercurrents
2025-02-17 03:15:00.000000 UTC,https://www.winnipegfreepress.com/world/2025/02/16/ukraines-president-zelenskyy-travels-to-united-arab-emirates-as-momentum-grows-for-war-peace-talks,GERMANY,UKRAINE,"Dubai, Dubayy, United Arab Emirates",-1.10132158590308,46,Active,Zelenskyy travels to UAE as momentum grows for talks to end Russia’s war in Ukraine – Winnipeg Free Press
2025-02-17 03:30:00.000000 UTC,https://www.foreignpolicyjournal.com/2018/01/26/un-resolution-242s-true-significance-vs-popular-zionist-myth/,ISRAELI,EGYPT,Egypt,-2.29995208433157,841,Active,UN Resolution 242’s True Significance versus Popular Zionist Myth
2025-02-17 03:30:00.000000 UTC,https://lecourrier.vn/les-presidents-palestinien-et-francais-ont-reaffirme-leur-soutien-a-la-solution-a-deux-etats/1277684.html,ISRAEL,CAIRO,Israel,-2.10084033613445,36,Active,Les présidents palestinien et français ont réaffirmé leur soutien à la solution à deux États
2025-02-17 03:30:00.000000 UTC,https://www.foreignpolicyjournal.com/2011/10/12/the-end-of-the-responsibility-to-protect/,OBAMA,,Bahrain,-0.79275198187996,12,Active,The End of the Responsibility to Protect?
2025-02-17 04:00:00.000000 UTC,https://www.eurasiareview.com/17022025-german-elections-important-for-middle-east-oped/,EUROPE,GERMANY,Saudi Arabia,-1.08010801080108,61,HTTP 403,
2025-02-17 04:00:00.000000 UTC,https://www.emirates247.com/uae/world-government-summit/uae-extends-arab-government-excellence-award-for-another-four-years-2025-02-16-1.737687,UNITED ARAB EMIRATES,GOVERNMENT,"Dubai, Dubayy, United Arab Emirates",13.184584178499,51,Active,UAE extends Arab Government Excellence Award for another four years - Emirates 24|7
2025-02-17 04:15:00.000000 UTC,https://www.eurasiareview.com/17022025-chabahar-port-and-us-foreign-policy-towards-south-asia-oped/,IRAN,IRAN,"Chabahar, Sistan va Baluchestan, Iran",0.40927694406548,1312,HTTP 403,
2025-02-17 04:15:00.000000 UTC,https://www.moneycontrol.com/news/world/ukrainian-president-zelenskyy-travels-to-uae-as-momentum-grows-for-peace-talks-12942183.html,MUNICH,ABU DHABI,"Dubai, Dubayy, United Arab Emirates",-1.48883374689826,44,Active,Ukrainian President Zelenskyy travels to UAE as momentum grows for peace talks
2025-02-17 04:30:00.000000 UTC,https://asianews.network/us-president-trumps-neo-colonial-fantasy-in-gaza/,UNITED STATES,ISRAEL,"Tel Aviv, Tel Aviv, Israel",-3.53134410073912,20,Active,US President Trump’s neo- colonial fantasy in Gaza – Asia News Network
2025-02-17 04:30:00.000000 UTC,https://timesofindia.indiatimes.com/world/us/vladimir-putin-wants-to-stop-fighting-donald-trump-says-he-could-meet-russian-president-very-soon/articleshow/118316719.cms,RUSSIA,A US,"Riyadh, Ar Riya?, Saudi Arabia",-0.93632958801498,46,Active,'Vladimir Putin wants to stop fighting': Donald Trump says he could meet Russian president very soon - Times of India
2025-02-17 05:00:00.000000 UTC,https://www.durangoherald.com/articles/ukraines-president-zelenskyy-travels-to-united-arab-emirates-as-momentum-grows-for-war-peace-talks/,SECRETARY OF STATE,SAUDI ARABIA,"Arabian Peninsula, Saudi Arabia (general), Saudi Arabia",-2.33986716640986,36,HTTP 500,
2025-02-17 06:15:00.000000 UTC,https://www.thehindu.com/news/international/ukraines-president-zelenskyy-visits-uae-as-momentum-grows-for-war-peace-talks/article69228661.ece,UKRAINE,UNITED ARAB EMIRATES,"Dubai, Dubayy, United Arab Emirates",-2.08768267223382,42,Active,Ukraine’s President Zelenskyy visits UAE as momentum grows for war peace talks - The Hindu
2025-02-17 06:45:00.000000 UTC,https://www.aa.com.tr/en/europe/uk-ready-to-send-troops-to-ukraine-prime-minister/3484088,UNITED KINGDOM,UKRAINE,"Anadolu, Turkey (general), Turkey",0.57803468208092,72,Active,UK ready to send troops to Ukraine: Prime minister
2025-02-17 07:00:00.000000 UTC,https://www.newsday.com/news/nation/germany-election-economy-china-russia-r48728,,QATAR,Qatar,-1.02924889541419,61,Active,Germany's economy is in the dumps. Here are 5 reasons why - Newsday
2025-02-17 07:00:00.000000 UTC,https://www.khaama.com/uk-prime-minister-keir-starmer-ready-to-deploy-peacekeeping-troops-to-ukraine/,,RUSSIA,Saudi Arabia,-4.14364640883978,40,Active,
2025-02-17 07:00:00.000000 UTC,https://www.elperiodicoextremadura.com/plasencia/2025/02/17/soledad-acusa-desleal-presidente-union-114363734.html,EUROPEAN,PRESIDENT,Iran,-2.93159609120521,36,Active,COFRADÍAS DE PLASENCIA: La Soledad acusa de desleal al presidente de la Unión cofrade y pide su cese
2025-02-17 07:30:00.000000 UTC,https://www.thejournal.ie/israel-security-cabinet-to-discuss-new-phase-of-gaza-truce-after-us-diplomat-visit-6624969-Feb2025/,ISRAEL,GAZA,Iran,-4.83221476510068,40,Active,Israel security cabinet to discuss new phase of Gaza truce after US Secretary of State visit
2025-02-17 08:15:00.000000 UTC,https://timesofindia.indiatimes.com/india/strengthening-ties-jaishankars-diplomatic-meetings-at-indian-ocean-conference/photostory/118323255.cms,OMAN,EXTERNAL AFFAIRS MINIST,Oman,6.06060606060606,46,Active,Strengthening ties: Jaishankar’s diplomatic meetings at Indian Ocean Conference
2025-02-17 08:15:00.000000 UTC,https://thediplomat.com/2025/02/thai-court-opens-hearing-into-petition-to-free-detained-uyghurs/,HUMAN RIGHTS GROUP,THAILAND,Turkey,-7.57363253856942,174,Active,Thai Court Opens Hearing Into Petition to Free Detained Uyghurs – The Diplomat
2025-02-17 08:15:00.000000 UTC,https://thediplomat.com/2025/02/how-hizb-ut-tahrir-is-exploiting-the-gaza-war-to-revive-its-global-islamist-agenda/,MUSLIM,SURABAYA,"Gaza, Israel (general), Israel",-4.65587044534412,42,Active,How Hizb ut-Tahrir Is Exploiting the Gaza War to Revive Its Global Islamist Agenda – The Diplomat
2025-02-17 08:30:00.000000 UTC,https://www.lrt.lt/naujienos/pasaulyje/6/2489868/jav-diplomatijos-vadovas-rubio-is-izraelio-vyksta-i-saudo-arabija,SAUDI ARABIA,ISRAEL,"Jerusalem, Israel (general), Israel",3.57142857142857,43,Active,JAV diplomatijos vadovas Rubio iÅ¡ Izraelio vyksta Ä¯ Saudo ArabijÄ - LRT
2025-02-17 08:30:00.000000 UTC,https://vision.org.au/news/move-to-end-prayers-in-uk-parliament/,ANGLICAN,BRITISH,Jordan,2.56959314775161,20,Active,Move to End Prayers in UK Parliament Sparks Debate - Vision Christian Media
2025-02-17 08:30:00.000000 UTC,https://www.juancole.com/2025/02/american-manifest-president.html,IMMIGRANT,,"Gaza, Israel (general), Israel",-1.99004975124378,130,Active,The New Ugly American: Manifest Destiny Gets a Reboot Under President Donald Trump
2025-02-17 09:00:00.000000 UTC,https://www.theweek.in/news/world/2025/02/17/who-is-putin-sending-to-saudi-arabia-for-talks-with-us-top-diplomat-mark-rubio-on-ending-ukraine-war.html,DIPLOMAT,SAUDI ARABIA,Saudi Arabia,0.70257611241217,46,Active,Who is Putin sending to Saudi Arabia for talks with US top diplomat Marco Rubio on ending Ukraine war
2025-02-17 09:00:00.000000 UTC,https://dupagepolicyjournal.com/stories/669810522-registered-sex-offenders-no-new-living-in-dupage-county-as-of-feb-2,CRIMINAL,,Jordan,-21.0631494804157,180,Active,Registered sex offenders: no new living in DuPage County as of Feb. 2 - DuPage Policy Journal
2025-02-17 09:15:00.000000 UTC,https://www.telesurtv.net/protestas-en-estados-unidos-contra-iniciativas-del-presidente-donald-trump/,ISRAEL,AMERICAN,"Telesur, H_efa, Israel",-3.94477317554241,73,Active,Protestas en Estados Unidos contra iniciativas del presidente Trump sobre la Franja de Gaza - teleSUR
2025-02-17 09:30:00.000000 UTC,https://www.jewishpress.com/news/israel/government-israel/netanyahu-to-smotrich-phase-2-negotiations-only-with-cabinet-approval/2025/02/17/,DOHA,ISRAEL,"Gaza, Israel (general), Israel",-1.99115044247788,43,Active,"Dear Dr. Yael - The Jewish Press - JewishPress.com | Dr. Yael Respler | Sunday, May 24, 2026 | JewishPress.com"
2025-02-17 09:30:00.000000 UTC,https://typos.com.cy/english/president-visits-cairo-for-signing-of-energy-agreements-and-talks-with-sisi/,CAIRO,CYPRIOT,"Cairo, Al Qahirah, Egypt",2.0253164556962,43,Active,President visits Cairo for signing of energy agreements and talks with Sisi | Typos
2025-02-17 09:30:00.000000 UTC,https://www.teleprensa.com/articulo/internacional/presidente-transicion-realiza-primera-visita-latakia-tartus-antiguos-bastiones-assad/202502170847202035787.html,SYRIA,,"Latakia, Al Ladhiqiyah, Syria",-0.3921568627451,43,HTTP 404,
2025-02-17 09:30:00.000000 UTC,https://akipress.com/news:819352:President_of_Uzbekistan_departs_to_Kuwait/,UZBEKISTAN,KUWAIT,Kuwait,3.50877192982456,42,Active,President of Uzbekistan departs to Kuwait - AKIpress News Agency
2025-02-17 10:00:00.000000 UTC,https://www.diarioarmenia.org.ar/el-presidente-del-parlamento-armenio-prefiere-que-todos-los-armenios-de-artsaj-hubieran-sido-asesinados/,PRIME MINISTER,,Turkey,-6.2015503875969,80,Active,El presidente del Parlamento armenio prefiere que todos los armenios de Artsaj hubieran sido asesinados - Diario Armenia
2025-02-17 10:15:00.000000 UTC,https://www.newkerala.com/news/o/egyptian-president-world-jewish-congress-chief-discuss-ways-restore-157,EGYPTIAN,PALESTINIAN,Jordan,0.0,51,Active,Sisi and Lauder Seek Mideast Peace Amid Gaza Crisis
2025-02-17 10:30:00.000000 UTC,https://www.marketscreener.com/quote/index/S-P-GSCI-ENERGY-INDEX-46869254/news/Putin-sends-Russia-s-top-diplomat-and-Kremlin-adviser-to-meet-Trump-officials-in-Saudi-Arabia-49076173/,RUSSIA,RIYADH,"Riyadh, Ar Riya?, Saudi Arabia",-1.10095079052981,36,HTTP 403,
2025-02-17 10:45:00.000000 UTC,https://panchjanya.com/2025/02/17/390647/world/if-the-hostages-are-not-returned-we-will-destroy-everything-meaning-of-prime-minister-netanyahus-roar-at-the-instigation-of-america/,HAMAS,ISRAEL,"Gaza, Israel (general), Israel",-0.96153846153846,130,Active,"'बंधक नहीं लौटाए तो ईंट से ईंट बजा देंगे', अमेरिका की शह पर प्रधानमंत्री नेत्यनाहू की हुंकार के मायने"
2025-02-17 10:45:00.000000 UTC,https://www.tatar-inform.ru/news/rossiiskie-diplomaty-obsudyat-s-delegaciei-ssa-voprosy-dvustoronnix-otnosenii-5973959,RUSSIAN,,"Riyadh, Ar Riya?, Saudi Arabia",-2.0,40,Active,Российские дипломаты обсудят с делегацией США вопросы двусторонних отношений
2025-02-17 10:45:00.000000 UTC,https://www.diariosigloxxi.com/texto-ep/mostrar/20250217094304/presidente-transicion-realiza-primera-visita-latakia-tartus-antiguos-bastiones-assad,TARTU,LATAKIA,"Latakia, Al Ladhiqiyah, Syria",0.0,42,Active,"El presidente de transición realiza su primera visita a Latakia y Tartús, antiguos bastiones de Al Assad"
2025-02-17 10:45:00.000000 UTC,https://www.radio.gov.pk/17-02-2025/bahrain-parliamentary-delegation-in-islamabad-on-official-visit,,BAHRAINI,Bahrain,4.85436893203883,36,Active,Bahrain Parliamentary delegation arrives in Islamabad
2025-02-17 11:00:00.000000 UTC,https://www.hispantv.com/noticias/politica/610216/iran-presidente-enemigos-partidarios-terrorismo,ISLAMIC,,Israel,-10.5978260869565,190,Timeout,
2025-02-17 11:00:00.000000 UTC,https://fedpress.ru/news/77/policy/3363938,,RIYADH,"Riyadh, Ar Riya?, Saudi Arabia",-0.97560975609756,46,Active,Переговоры представителей РФ и США состоятся 18 февраля | Москва | ФедералПресс
2025-02-17 11:00:00.000000 UTC,https://www.radio.gov.pk/17-02-2025/na-speaker-bahrain-parliamentary-delegation-discuss-bilateral-ties,,PARLIAMENT HOUSE,Bahrain,3.81679389312977,42,Active,"Pakistan, Bahrain to strengthen parliamentary relations"
2025-02-17 11:15:00.000000 UTC,https://www.arabtimesonline.com/news/iraqs-invasion-a-turning-point-in-us-mideast-policy-ex-diplomat/,UNITED ARAB EMIRATES,KUWAIT,Kuwait,-2.9968454258675,130,Active,Iraq’s invasion a turning point in US Mideast policy: Ex-diplomat | arabtimes
2025-02-17 11:15:00.000000 UTC,https://www.egyptindependent.com/netanyahu-sends-israeli-diplomatic-team-to-cairo/,ISRAELI,EGYPT,"Gaza, Israel (general), Israel",-5.52486187845304,50,Active,Netanyahu sends Israeli diplomatic team to Cairo - Egypt Independent
2025-02-17 11:15:00.000000 UTC,https://timesofindia.indiatimes.com/world/rest-of-world/russias-lavrov-putins-foreign-policy-aide-to-meet-us-counterpart-in-saudi-arabia/articleshow/118327759.cms,RUSSIA,FOREIGN MINIST,"Riyadh, Ar Riya?, Saudi Arabia",1.1764705882353,36,Active,"Russia's Lavrov, Putin's foreign policy aide to meet US counterpart in Saudi Arabia - The Times of India"
2025-02-17 11:30:00.000000 UTC,https://www.aa.com.tr/en/europe/interview-germany-elections-chancellor-frontrunner-merz-seeks-closer-ties-with-turkiye-says-aide/3484305,UKRAINE,SYRIA,"Anadolu, Turkey (general), Turkey",0.49212598425196,50,Active,"INTERVIEW - Germany elections: Chancellor frontrunner Merz seeks closer ties with Türkiye, says aide"
2025-02-17 11:30:00.000000 UTC,https://zeenews.india.com/world/egyptian-president-world-jewish-congress-chief-discuss-ways-to-restore-mideast-stability-2859934.html,PRESIDENT,WORLD JEWISH CONGRESS,Jordan,0.7843137254902,40,HTTP 403,
2025-02-17 11:45:00.000000 UTC,https://tribune.com.pk/story/2529111/bahrains-parliamentary-delegation-arrives-in-islamabad,BAHRAIN,BAHRAIN,Bahrain,3.7344398340249,40,HTTP 403,
2025-02-17 11:45:00.000000 UTC,https://www.news18.com/world/ukraine-president-zelenskyy-to-visit-saudi-on-wednesday-as-possibility-of-trump-putin-summit-looms-9230538.html,RUSSIAN,SAUDI ARABIA,"Riyadh, Ar Riya?, Saudi Arabia",-0.248138957816381,20,HTTP 403,
2025-02-17 11:45:00.000000 UTC,https://www.lbc.co.uk/world-news/donald-trump-shaking-up-region-says-israel-president-strategy-middle-east/,ISRAEL,ISRAEL,"Gaza, Israel (general), Israel",-5.59006211180124,20,Active,"Donald Trump is 'shaking up our region', says Israel's president as he 'reveals US leader's strategy' in Middle East | LBC"
2025-02-17 11:45:00.000000 UTC,https://www.brecorder.com/news/40348469/trumps-ukraine-envoy-to-meet-polish-president-amid-ukraine-war-shift,UKRAINE,RUSSIAN,Saudi Arabia,-0.40160642570282,40,Active,Trump’s Ukraine envoy to meet Polish president amid Ukraine war shift - World - Business Recorder
2025-02-17 12:00:00.000000 UTC,https://morningstaronline.co.uk/article/prime-minister-meets-with-mother-of-jailed-writer-alaa-abd-el-fattah,PRISON,,Egypt,-2.97029702970297,173,Active,Prime Minister meets with mother of jailed writer Alaa Abd el-Fattah | Morning Star
2025-02-17 12:15:00.000000 UTC,https://www.independent.ie/world-news/north-america/putin-sends-russias-top-diplomat-and-kremlin-adviser-to-meet-trump-officials-in-saudi-arabia/a2076303215.html,RUSSIA,DIPLOMAT,Saudi Arabia,-1.72413793103449,50,HTTP 403,
2025-02-17 12:15:00.000000 UTC,https://english.aawsat.com/gulf/5113046-uae-ukraine-presidents-explore-ways-boost-bilateral-cooperation%C2%A0,MOSCOW,UNITED ARAB EMIRATES,United Arab Emirates,4.74452554744526,42,Active,Ukrainian President to Visit Saudi Arabia on Wednesday
2025-02-17 12:30:00.000000 UTC,https://www.theepochtimes.com/world/uk-willing-to-send-peacekeeping-troops-to-ukraine-says-prime-minister-5811340,UNITED KINGDOM,UKRAINE,Saudi Arabia,0.33670033670034,30,Active,"UK Willing to Send Peacekeeping Troops to Ukraine, Says Prime Minister | The Epoch Times"
2025-02-17 12:30:00.000000 UTC,https://www.lantidiplomatico.it/dettnews-la_rottamazione_delloccidente_e_un_nuovo_1990_alle_porte/29296_59223/,EUROPEAN,,Turkey,-1.31386861313868,841,Active,"La rottamazione dell'occidente e un ""nuovo 1990"" alle porte - Economia e dintorni - L'Antidiplomatico"
2025-02-17 12:30:00.000000 UTC,https://www.livehindustan.com/uttar-pradesh/gauriganj/story-sharda-prasad-elected-president-rajendra-prasad-appointed-patron-in-amethi-201739794276016.html,EGYPT,SERVICEMEN,Egypt,1.75438596491228,40,Active,"Sharda Prasad Elected President Rajendra Prasad Appointed Patron in Amethi शारदा प्रसाद बने अध्यक्ष, राजेंद्र संरक्षक, Gauriganj Hindi News - Hindustan"
2025-02-17 12:45:00.000000 UTC,https://dailypost.ng/2025/02/17/russia-vs-ukraine-putin-sends-diplomat-adviser-to-meet-trump-officials-in-saudi-arabia/,THE US,RUSSIAN,"Riyadh, Ar Riya?, Saudi Arabia",-0.85470085470086,36,Active,"Russia vs Ukraine: Putin sends diplomat, adviser to meet Trump officials in Saudi Arabia - Daily Post Nigeria"
2025-02-17 12:45:00.000000 UTC,https://www.zonebourse.com/cours/devise/US-DOLLAR-RUSSIAN-ROUBLE--2370597/actualite/Zelensky-a-discute-des-prisonniers-ukraniens-avec-le-president-des-EAU-49077170/,UNITED ARAB EMIRATES,UKRAINIAN,United Arab Emirates,-0.55555555555555,46,HTTP 403,
2025-02-17 13:00:00.000000 UTC,https://www.thehindu.com/news/national/amir-of-qatar-to-meet-president-murmu-pm-modi-on-february-18/article69229960.ece,QATAR,PRESIDENT,Qatar,2.60115606936416,10,Active,"Amir of Qatar to meet President Murmu, PM Modi on February 18 - The Hindu"
2025-02-17 13:15:00.000000 UTC,https://www.moneycontrol.com/news/world/won-t-accept-outcome-without-participation-says-ukrainian-president-zelenskyy-ahead-of-us-russia-talks-12942972.html,GOVERNMENT,SAUDI ARABIA,United Arab Emirates,-0.956937799043059,46,Active,"Won't accept outcome without participation, says Ukrainian President Zelenskyy ahead of US-Russia talks"
2025-02-17 13:15:00.000000 UTC,https://kathmandupost.com/national/2025/02/17/nepal-and-oman-sign-mou-on-diplomatic-studies-and-training,OMAN,NEPAL,Oman,6.09756097560976,57,Active,Nepal and Oman sign MoU on diplomatic studies and training
2025-02-17 13:45:00.000000 UTC,https://www.theyeshivaworld.com/news/general/2365448/ukraines-president-zelensky-travels-to-united-arab-emirates-as-momentum-grows-for-war-peace-talks.html,MUNICH,ABU DHABI,"Dubai, Dubayy, United Arab Emirates",-2.44444444444444,42,Active,Ukraine’s President Zelensky Travels To United Arab Emirates As Momentum Grows For War Peace Talks – The Yeshiva World
2025-02-17 13:45:00.000000 UTC,https://www.samacharjagat.com/news/international/israeli-prime-minister-benjamin-netanyahu-has-now-given-this-threat-to-hamas-319600,FOREIGN MINIST,HAMAS,"Gaza, Israel (general), Israel",-5.32544378698225,51,Active,Israeli Prime Minister Benjamin Netanyahu has now given this threat to Hamas| international News in Hindi | हमास को अब इजरायली प्रधानमंत्री Benjamin Netanyahu ने दे डाली है ये धमकी
2025-02-17 14:00:00.000000 UTC,https://www.lexpress.fr/monde/le-president-libanais-craint-quisrael-ne-se-retire-pas-totalement-mardi-M66YU53TDFBETEWBQGGX3NV74E/,ISRAEL,LEBANON,"Gaza, Israel (general), Israel",-3.42342342342343,356,Active,"Israël commence à se retirer du Liban, mais affirme vouloir y maintenir des troupes – L'Express"
2025-02-17 14:00:00.000000 UTC,https://eng.belta.by/president/view/lukashenko-proposes-to-make-list-of-honest-businesses-to-be-exempt-from-inspections-165553-2025/,OMAN,BUSINESS,Oman,0.655737704918031,90,Timeout,
